,id,created_at,original_text,clean_text,retweet_count,hashtags,mentions,original_author
637,1263887347650899970,2020-05-22 17:40:00+00:00,"I've said it before, and I'll say it again: No company pulling in billions of dollars in profits should pay a lower tax rate than firefighters and teachers. It's time for Amazon to pay its fair share.",say company pull billion dollar profit low rate firefighter teacher time Amazon fair share,9503,<UNK>,<UNK>,JoeBiden
638,1263867235224834048,2020-05-22 16:20:05+00:00,Join Andrew Yang to discuss the economic impact of COVID-19. Tune in now:,join Andrew Yang discuss economic impact covid-19 tune,960,<UNK>,<UNK>,JoeBiden
639,1263862182636408833,2020-05-22 16:00:00+00:00,"In the middle of this crisis, President Trump is trying to cut food assistance. It’s morally bankrupt. We should do everything in our power to ensure no one goes hungry in America.",middle crisis President Trump try food assistance morally bankrupt power ensure go hungry America,14675,<UNK>,<UNK>,JoeBiden
640,1263829969593004034,2020-05-22 13:52:00+00:00,A president who can't handle a crisis is no president at all.,president handle crisis president,24130,<UNK>,<UNK>,JoeBiden
641,1263640722571268098,2020-05-22 01:20:00+00:00,"It didn’t have to be this bad. The hard truth is that Donald Trump failed to take action, and it cost American lives.",hard truth Donald Trump fail action cost american life,12070,<UNK>,<UNK>,JoeBiden
642,1263625569121570819,2020-05-22 00:19:47+00:00,"Turns out, it takes more than a tweet to implement a comprehensive national testing strategy.",turn take tweet implement comprehensive national testing strategy,12087,<UNK>,<UNK>,JoeBiden
643,1263608006949797888,2020-05-21 23:10:00+00:00,I’m looking forward to joining my friend @StephenAtHome on the @colbertlateshow tonight. Check out some of my favorite moments from the last time I was on his show — and then make sure to tune in to CBS at 11:35 PM ET.,look forward join friend @stephenathome @colbertlateshow tonight check favorite moment time sure tune 11:35,2445,<UNK>,@StephenAtHome @colbertlateshow,JoeBiden
644,1263584031251152896,2020-05-21 21:34:43+00:00,"I don't usually Google myself, but I made an exception for @WIRED’s Autocomplete Interview. Check it out:",usually google exception @WIRED Autocomplete Interview check,4703,<UNK>,@WIRED,JoeBiden
645,1263551383904477185,2020-05-21 19:25:00+00:00,Donald Trump’s inaction cost lives.,Donald Trump inaction cost life,8704,<UNK>,<UNK>,JoeBiden
646,1263538448507588613,2020-05-21 18:33:36+00:00,"While we hope to soon return to some sense of normalcy in our lives, we cannot allow ourselves to return to the everyday gun violence that has plagued our past. We need to pass common-sense reforms and end our gun violence epidemic.",hope soon return sense normalcy life allow return everyday violence plague past need pass common sense reform violence epidemic,4114,<UNK>,<UNK>,JoeBiden
647,1263509860395610113,2020-05-21 16:40:00+00:00,I promise you this: A Biden Administration will listen to scientists and heed their advice — not silence them.,promise Biden Administration listen scientist heed advice silence,10440,<UNK>,<UNK>,JoeBiden
